2000.0,52000.0
3000.0,55000.0
1500.0,51500.0
1500.0,53000.0
3000.0,53000.0
2000.0,55000.0
5000.0,50000.0
5000.0,50000.0
5000.0,50000.0
3000.0,50000.0
2000.0,50000.0
2000.0,48000.0
5000.0,48000.0
2000.0,48000.0
5000.0,48000.0
2000.0,48000.0
10000.0,48000.0
4000.0,48000.0
3000.0,48000.0
3000.0,103000.0
2000.0,208000.0
5000.0,421000.0
500.0,50000
500.0,50000
400.0,50000
500.0,5000
500.0,5000
500.0,5000
500.0,5500.0
500.0,6000.0
5000.0,11000.0
4000.0,10000.0
40000.0,50000.0
6000.0,56000.0
4000.0,60000.0
10000.0,50000.0
15000.0,65000.0
5000.0,55000.0
5000.0,60000.0
2000.0,45000.0
5000.0,50000.0
5000.0,55000.0
5000.0,60000.0
5000.0,55000.0
6000.0,61000.0
800.0,50800.0
900.0,50900.0
